Date,Area Name,Road Name,Congestion_Level,Average_Speed,Incident_Reports,Road_Capacity_Utilization,Pedestrian_and_Cyclist_Count,Public_Transport_Usage,Traffic_Signal_Compliance,Traffic_Volume,Weather_Condition,Roadwork_Activity
2024-06-24,Koramangala,Road_3,84.0,20.8,0,93.7,242,70.3,64.0,4306,Cloudy,None
2024-04-02,Brigade Road,Road_2,76.5,18.7,1,89.4,184,44.9,84.8,4166,Cloudy,Minor
2022-05-20,Brigade Road,Road_8,66.6,23.6,0,70.3,87,39.8,80.0,1398,Rain,Major
2023-02-04,Indiranagar,Road_12,84.2,8.3,0,100.0,215,48.4,76.7,4402,Cloudy,Minor
2022-06-24,Indiranagar,Road_16,91.4,13.8,1,94.4,153,46.2,70.4,3233,Haze,Minor
2022-08-27,Electronic City,Road_12,82.9,18.8,1,88.2,89,69.6,70.3,2860,Clear,Major
2024-07-31,Indiranagar,Road_6,74.0,22.5,3,72.7,181,58.5,86.9,4832,Cloudy,Major
2022-04-05,Brigade Road,Road_10,88.7,22.1,1,95.9,188,71.2,67.3,4184,Haze,None
2023-07-20,Indiranagar,Road_11,65.7,21.4,1,63.9,65,41.1,61.2,3756,Rain,Major
2022-11-13,Silk Board,Road_1,81.7,18.5,0,93.3,182,39.6,82.2,725,Cloudy,None
2024-03-20,Electronic City,Road_6,73.3,19.0,2,91.1,57,63.3,75.1,1841,Cloudy,Major
2022-03-08,Brigade Road,Road_1,75.7,30.0,1,72.5,126,33.6,87.4,1038,Haze,Major
2022-09-27,Marathahalli,Road_14,84.0,17.9,1,93.8,54,43.4,85.1,4491,Clear,None
2022-12-02,MG Road,Road_4,66.1,22.4,2,79.4,178,33.4,60.1,999,Haze,None
2023-10-27,Electronic City,Road_9,81.9,21.3,3,100.0,189,45.0,83.1,4454,Clear,Minor
2023-04-05,Indiranagar,Road_8,76.5,22.4,1,79.3,150,62.7,61.6,1737,Rain,Minor
2024-02-28,Marathahalli,Road_4,53.4,31.9,0,62.8,110,65.6,91.3,4531,Cloudy,Minor
2023-07-20,Electronic City,Road_3,76.9,15.4,1,79.7,167,42.8,68.6,868,Cloudy,None
2023-10-29,Whitefield,Road_6,84.7,12.1,2,100.0,91,65.2,62.5,4044,Rain,Major
2024-03-20,Marathahalli,Road_14,49.9,33.4,0,54.7,229,40.2,64.9,4420,Haze,None
2023-07-31,Marathahalli,Road_13,71.2,18.4,2,85.0,168,67.5,93.8,3178,Rain,None
2023-03-05,Brigade Road,Road_6,66.7,19.8,0,69.5,128,54.4,88.6,2009,Haze,Major
2023-05-14,MG Road,Road_1,46.6,33.6,1,66.2,57,60.0,79.1,601,Cloudy,None
2022-12-19,Brigade Road,Road_4,76.3,17.9,1,62.0,182,41.7,70.1,2075,Clear,Major
2022-06-11,Indiranagar,Road_15,59.4,22.7,0,68.7,211,69.6,69.4,1551,Clear,None
2022-10-22,MG Road,Road_8,85.2,16.3,1,84.0,80,68.6,69.6,3936,Clear,None
2022-02-01,Marathahalli,Road_2,62.4,21.4,0,82.2,168,63.1,68.2,4292,Rain,Minor
2024-08-01,MG Road,Road_16,63.0,26.5,1,74.7,145,68.4,87.5,4312,Haze,None
2023-07-08,MG Road,Road_7,71.3,19.7,2,85.7,60,62.3,79.8,544,Clear,Major
2022-01-15,MG Road,Road_4,69.3,23.7,2,77.8,155,58.8,91.5,2743,Cloudy,Minor
2023-05-04,Indiranagar,Road_10,93.1,13.0,3,97.5,85,68.3,69.3,3300,Cloudy,None
2023-08-16,Electronic City,Road_10,74.3,20.0,0,75.0,143,32.6,67.0,950,Clear,None
2022-03-19,Electronic City,Road_1,67.5,30.2,3,70.5,229,46.5,87.2,3566,Rain,Minor
2023-09-22,Electronic City,Road_4,63.4,17.0,1,78.9,132,43.3,80.9,2352,Clear,Minor
2022-04-09,Marathahalli,Road_14,72.7,17.0,0,57.3,232,62.8,71.7,3766,Clear,Minor
2022-06-23,Silk Board,Road_10,60.4,31.6,2,86.9,125,39.7,90.3,938,Clear,Major
2024-03-10,MG Road,Road_4,79.3,16.5,1,85.0,90,32.5,82.2,2540,Cloudy,Minor
2024-07-27,Electronic City,Road_11,60.7,28.6,0,72.3,122,57.6,88.4,4099,Clear,Major
2024-01-01,Indiranagar,Road_3,89.1,14.6,2,100.0,82,67.2,86.8,1293,Clear,None
2022-03-28,Whitefield,Road_13,54.9,20.0,0,73.5,182,59.8,86.1,3653,Rain,Minor
2022-10-03,MG Road,Road_11,58.5,18.6,0,57.6,112,65.6,75.4,4673,Rain,Major
2022-01-07,Marathahalli,Road_4,69.2,16.3,1,81.2,96,47.6,68.1,2812,Cloudy,Minor
2022-06-05,Marathahalli,Road_11,73.0,16.0,1,80.1,169,64.5,71.7,4827,Haze,Major
2022-08-26,Indiranagar,Road_9,80.3,14.3,1,90.3,154,32.9,84.7,3048,Rain,Minor
2024-04-30,Electronic City,Road_15,82.5,12.2,1,87.1,214,40.8,69.1,1833,Haze,Major
2023-12-06,Silk Board,Road_5,74.0,13.2,1,70.2,147,44.2,62.9,1657,Rain,None
2022-12-02,Marathahalli,Road_14,63.9,22.9,2,64.5,171,46.7,85.8,2897,Rain,None
2022-05-01,Koramangala,Road_15,88.4,10.6,2,89.9,106,59.5,80.7,3663,Haze,Major
2022-12-02,Whitefield,Road_15,52.2,21.9,0,51.5,72,30.6,88.2,4826,Clear,Major
2023-03-07,Electronic City,Road_15,80.3,19.1,2,79.1,154,43.9,72.4,921,Cloudy,Major
2023-08-23,Indiranagar,Road_4,63.8,23.6,0,62.2,125,62.9,92.4,2830,Rain,Minor
2023-03-27,Brigade Road,Road_3,85.1,15.9,1,88.9,55,51.6,90.4,897,Haze,None
2023-01-21,MG Road,Road_11,80.6,11.8,0,71.5,212,57.3,74.4,4828,Clear,None
2022-10-20,Electronic City,Road_11,53.5,27.1,0,76.9,92,72.3,77.4,628,Cloudy,Major
2024-04-19,MG Road,Road_12,66.2,24.7,0,58.8,168,59.3,72.7,1197,Cloudy,Major
2023-08-27,Koramangala,Road_14,81.6,12.3,0,88.6,194,71.2,63.3,4293,Rain,None
2022-11-04,MG Road,Road_8,61.5,16.4,0,62.9,77,49.8,91.4,1155,Haze,None
2023-08-11,MG Road,Road_15,59.7,21.1,0,55.8,248,38.1,60.7,2180,Clear,Minor
2022-01-20,Silk Board,Road_11,83.4,17.9,0,83.2,53,35.1,67.9,641,Haze,None
2023-12-11,Electronic City,Road_8,67.9,24.0,1,67.2,75,65.4,81.3,861,Rain,Major
2023-02-01,Indiranagar,Road_7,76.8,23.2,1,89.8,93,60.7,91.6,3895,Clear,None
2022-12-17,Indiranagar,Road_7,55.5,21.1,1,50.7,224,60.6,63.0,1545,Haze,None
2023-08-23,Electronic City,Road_5,93.1,8.0,2,98.8,235,31.3,72.2,4123,Haze,Minor
2024-01-02,Brigade Road,Road_2,73.6,12.2,1,78.5,200,38.1,60.0,3438,Clear,Major
2023-12-20,Electronic City,Road_6,57.1,19.9,0,60.7,175,41.5,85.2,4084,Haze,Minor
2023-04-17,MG Road,Road_10,68.8,19.9,2,78.8,131,33.5,72.2,622,Cloudy,Minor
2024-06-03,Koramangala,Road_6,68.8,16.5,0,65.5,50,45.0,76.2,4220,Cloudy,Major
2022-03-05,Indiranagar,Road_10,72.8,16.8,0,59.4,51,73.5,62.2,1265,Rain,Minor
2024-05-11,Whitefield,Road_11,91.3,11.1,0,99.6,100,37.5,63.9,2981,Rain,None
2023-11-23,Electronic City,Road_12,68.3,17.5,1,77.8,184,57.5,88.0,1279,Clear,Minor
2023-07-01,MG Road,Road_5,43.7,22.3,0,50.0,174,53.0,89.3,2012,Cloudy,Major
2022-11-25,Electronic City,Road_13,57.3,22.1,0,64.1,208,55.0,79.2,2159,Cloudy,None
2024-04-01,Brigade Road,Road_1,62.8,23.2,1,60.3,219,42.6,85.4,4350,Clear,None
2024-05-07,Electronic City,Road_9,63.5,14.8,0,57.6,113,71.6,68.4,1843,Cloudy,Major
2023-12-12,MG Road,Road_2,74.5,26.6,1,64.3,206,74.9,67.3,1744,Rain,None
2023-11-13,Koramangala,Road_3,90.2,8.0,0,82.6,241,58.9,81.4,2632,Haze,Minor
2024-03-14,Silk Board,Road_15,63.5,24.3,0,63.5,141,56.7,92.4,3023,Rain,Major
2023-01-27,Brigade Road,Road_5,80.9,10.2,0,73.7,189,48.3,72.2,4568,Cloudy,Minor
2022-02-04,Whitefield,Road_5,74.2,24.3,0,81.1,209,60.0,94.8,3306,Cloudy,Minor
2023-09-04,Marathahalli,Road_3,70.8,14.0,2,76.7,77,65.8,85.0,2024,Cloudy,Major
2023-06-29,Koramangala,Road_3,45.7,29.7,0,50.0,77,31.4,90.1,808,Haze,None
2024-01-17,Koramangala,Road_9,74.6,29.7,0,71.4,205,32.9,69.7,1009,Rain,None
2023-05-29,Brigade Road,Road_2,81.5,15.1,2,94.5,109,71.3,91.8,1789,Cloudy,None
2024-04-26,Marathahalli,Road_15,66.7,24.0,0,62.7,86,64.0,75.5,1309,Rain,Major
2022-09-01,MG Road,Road_13,85.3,8.0,2,97.2,143,38.0,71.1,1501,Clear,Major
2023-05-20,Electronic City,Road_4,76.0,16.4,0,82.4,112,47.1,72.1,4476,Clear,Major
2023-10-28,Brigade Road,Road_14,64.9,18.9,0,89.0,131,32.5,92.3,3650,Cloudy,Minor
2023-11-05,Koramangala,Road_4,77.0,16.0,2,69.6,75,48.6,75.9,523,Clear,None
2024-08-14,Indiranagar,Road_14,63.8,19.4,1,65.3,78,31.2,93.8,4774,Rain,None
2023-05-28,Koramangala,Road_5,90.5,15.9,0,96.8,175,44.7,71.1,952,Clear,Minor
2024-02-06,Brigade Road,Road_4,78.3,16.9,0,67.0,230,58.6,63.3,3265,Cloudy,Major
2023-03-16,Marathahalli,Road_8,69.6,24.3,0,73.3,123,54.9,62.7,4921,Rain,Minor
2024-06-06,Koramangala,Road_11,90.4,8.0,3,91.7,139,50.8,66.2,4553,Clear,None
2024-08-09,Indiranagar,Road_5,70.8,18.9,0,75.5,94,30.1,64.8,2910,Clear,Major
2023-01-30,Brigade Road,Road_2,60.0,29.9,0,56.5,128,45.9,72.8,2969,Rain,None
2023-05-13,Marathahalli,Road_9,53.0,22.4,0,69.1,134,63.4,77.4,699,Haze,None
2024-05-29,MG Road,Road_11,70.5,21.2,2,76.8,161,65.1,94.6,3021,Rain,Minor
2023-01-14,Koramangala,Road_16,57.9,29.4,0,50.0,84,74.2,61.6,2020,Rain,Major
2022-06-10,Brigade Road,Road_5,54.6,27.8,0,62.1,97,61.2,79.2,1664,Cloudy,Minor
2022-04-20,Silk Board,Road_4,74.4,16.1,1,78.8,104,68.7,81.8,4261,Haze,None
2024-01-14,Brigade Road,Road_3,70.1,20.5,2,81.2,87,65.5,90.7,1530,Rain,None
2023-05-18,Whitefield,Road_2,78.1,21.6,1,64.1,248,36.2,80.2,2621,Rain,Major
2024-07-22,MG Road,Road_3,80.4,13.0,1,88.5,128,68.6,82.8,2513,Rain,None
2022-05-20,Koramangala,Road_7,58.2,27.1,0,70.7,185,70.7,80.1,4980,Haze,Major
2024-06-21,Electronic City,Road_8,66.5,27.6,1,74.2,91,52.3,70.6,4022,Cloudy,Major
2023-09-05,Electronic City,Road_14,64.3,26.6,0,64.8,151,63.1,62.5,3117,Rain,Major
2022-08-10,Electronic City,Road_4,51.0,29.8,0,57.8,72,46.9,82.2,1095,Haze,Minor
2022-04-20,Electronic City,Road_7,80.5,19.6,0,92.7,160,59.4,71.4,1812,Rain,Minor
2023-02-03,Marathahalli,Road_13,65.6,22.6,0,74.2,212,48.8,86.4,4532,Clear,Major
2023-05-27,Indiranagar,Road_5,82.4,14.1,3,76.2,180,53.5,64.9,1425,Cloudy,None
2022-05-15,Silk Board,Road_5,66.2,22.3,1,62.0,221,52.8,70.5,2083,Clear,Minor
2022-01-08,Silk Board,Road_1,49.7,27.1,0,57.3,213,46.4,73.6,4505,Cloudy,Minor
2024-03-08,MG Road,Road_2,73.8,19.4,0,76.7,211,65.5,92.8,2152,Haze,None
2023-06-02,Marathahalli,Road_14,56.1,29.4,0,62.0,198,33.8,84.9,1032,Clear,Minor
2024-05-04,Electronic City,Road_2,82.6,14.8,1,85.6,118,36.4,92.7,849,Clear,None
2023-05-29,Marathahalli,Road_3,61.8,22.2,0,56.7,92,68.9,70.5,4287,Clear,Minor
2024-05-13,Indiranagar,Road_9,67.5,22.2,1,55.5,231,58.8,89.5,4577,Haze,None
2024-07-01,MG Road,Road_8,80.1,13.9,0,89.2,170,67.1,61.0,2116,Cloudy,Major
2023-07-24,Indiranagar,Road_15,70.3,20.5,1,73.4,192,72.1,81.6,3348,Cloudy,Minor
2023-12-12,Silk Board,Road_9,63.2,25.3,0,61.6,144,47.6,63.8,780,Cloudy,Minor
2024-01-19,MG Road,Road_11,69.8,21.5,1,72.6,123,65.6,71.4,1874,Haze,Major
2023-07-11,MG Road,Road_3,97.0,12.9,0,100.0,63,68.4,73.1,1873,Cloudy,Minor
2024-05-21,Indiranagar,Road_16,69.6,14.6,1,81.3,175,52.9,81.7,2336,Haze,None
2022-07-10,Brigade Road,Road_13,77.4,16.3,1,84.7,55,65.6,78.1,2236,Haze,Major
2024-07-26,Brigade Road,Road_12,83.9,15.1,1,87.1,146,65.0,62.5,522,Cloudy,Major
2024-01-18,Indiranagar,Road_11,71.1,17.2,2,75.6,82,62.8,61.8,709,Haze,Minor
2024-03-22,Marathahalli,Road_9,76.0,16.5,0,91.2,208,30.7,88.9,1514,Cloudy,Minor
2023-06-27,Electronic City,Road_10,90.8,15.1,2,85.7,148,61.6,79.2,4542,Clear,None
2022-05-22,Indiranagar,Road_6,57.4,24.4,0,53.0,77,48.0,70.0,1927,Rain,Minor
2024-01-14,MG Road,Road_1,63.0,31.4,1,66.9,53,74.5,82.5,1336,Haze,Minor
2024-02-13,Silk Board,Road_11,71.5,22.5,0,82.0,174,74.5,81.1,2185,Rain,Minor
2022-03-13,Indiranagar,Road_9,85.6,23.6,0,90.1,206,70.9,90.5,3565,Cloudy,Minor
2024-07-01,Indiranagar,Road_8,56.8,20.2,0,63.7,151,58.5,60.1,3896,Clear,Minor
2024-01-08,MG Road,Road_14,64.2,22.6,0,79.8,220,58.2,77.0,2288,Rain,Minor
2024-01-30,MG Road,Road_9,55.0,26.9,0,75.9,198,63.9,70.3,3128,Rain,Minor
2024-05-20,Brigade Road,Road_2,60.3,22.9,0,60.2,118,47.2,67.4,4451,Clear,None
2023-11-01,Whitefield,Road_7,70.1,27.7,1,79.4,128,39.8,73.0,1256,Clear,Major
2023-04-11,MG Road,Road_14,65.5,16.5,2,72.9,111,62.6,63.3,2156,Cloudy,Minor
2023-08-22,Indiranagar,Road_9,57.8,22.2,0,69.2,51,71.1,71.0,4091,Cloudy,None
2023-09-01,Electronic City,Road_15,63.0,26.3,0,74.7,218,52.2,72.5,3151,Haze,Major
2022-02-10,Silk Board,Road_2,54.8,24.6,0,66.4,167,56.7,63.5,2985,Clear,Minor
2023-08-30,MG Road,Road_7,97.9,9.8,2,97.8,137,72.3,60.8,4546,Clear,Major
2023-09-23,Whitefield,Road_5,69.9,22.2,2,74.5,193,35.5,62.4,2040,Cloudy,Major
2024-07-30,MG Road,Road_12,86.5,8.0,1,98.8,175,39.5,64.1,3881,Clear,Major
2024-08-09,Brigade Road,Road_11,70.2,17.5,0,85.9,232,63.6,62.0,784,Haze,Major
2023-05-07,Brigade Road,Road_11,59.6,22.0,0,57.9,84,48.0,79.2,4017,Cloudy,Major
2024-04-18,Whitefield,Road_15,70.1,24.7,0,68.3,143,64.2,90.2,1094,Rain,None
2024-03-04,Koramangala,Road_2,87.6,11.7,1,92.4,249,62.4,65.3,3249,Clear,Major
2023-11-03,Brigade Road,Road_7,59.3,19.9,0,59.0,207,74.4,60.7,4592,Cloudy,None
2024-04-13,Silk Board,Road_6,83.7,15.4,1,90.9,72,56.3,72.5,3900,Haze,None
2023-12-24,Silk Board,Road_7,70.7,22.4,2,80.3,103,73.4,77.5,3045,Rain,None
2023-02-13,Whitefield,Road_8,59.3,34.6,1,59.2,132,65.1,66.4,3026,Rain,None
2024-02-09,Brigade Road,Road_6,66.4,22.1,0,74.7,97,45.8,73.6,1281,Cloudy,Minor
2023-04-30,Indiranagar,Road_4,62.6,29.4,2,65.7,195,59.7,85.3,3703,Haze,None
2022-08-16,Indiranagar,Road_4,84.5,18.5,1,88.7,76,65.4,93.2,2569,Haze,None
2022-05-28,Whitefield,Road_5,63.2,26.7,0,67.3,237,41.0,85.5,625,Clear,Minor
2022-08-28,Indiranagar,Road_2,74.9,28.2,2,88.0,132,66.1,81.4,2458,Haze,Major
2023-04-19,Koramangala,Road_6,79.3,17.5,0,89.4,236,57.7,77.2,3722,Haze,Major
2023-07-26,Indiranagar,Road_6,56.1,24.3,0,62.2,241,55.9,60.2,1324,Clear,None
2023-11-17,MG Road,Road_8,62.0,19.3,2,73.0,58,52.3,63.9,1019,Rain,None
2022-02-09,MG Road,Road_9,70.1,25.3,0,65.5,163,37.0,87.6,4772,Haze,None
2024-08-16,Marathahalli,Road_16,66.0,18.6,0,60.9,207,61.5,66.1,1013,Cloudy,Major
2023-07-05,Indiranagar,Road_12,56.0,23.5,1,64.2,204,36.6,94.9,3532,Haze,Major
2024-01-29,Brigade Road,Road_16,53.3,28.7,0,50.0,205,54.8,72.9,4510,Cloudy,Major
2022-08-25,Silk Board,Road_12,81.3,12.7,0,77.7,107,44.6,69.1,1210,Clear,None
2023-07-08,Brigade Road,Road_5,78.7,16.1,1,92.0,143,46.0,77.5,3855,Cloudy,None
2024-05-27,MG Road,Road_1,73.5,13.0,0,84.6,59,74.2,77.8,2688,Haze,Major
2022-12-11,Brigade Road,Road_16,71.0,20.8,0,62.1,138,73.3,65.9,3356,Clear,Minor
2023-06-21,MG Road,Road_3,69.8,19.7,0,70.2,179,47.4,63.5,718,Rain,Minor
2024-07-30,Whitefield,Road_13,68.9,26.7,1,89.3,59,30.5,74.7,842,Haze,None
2024-01-01,Indiranagar,Road_11,52.2,34.0,0,59.8,247,35.8,89.7,4571,Cloudy,Major
2023-12-09,Electronic City,Road_10,78.4,14.5,0,84.0,206,40.0,66.6,4890,Clear,Minor
2022-10-25,Electronic City,Road_12,76.6,26.9,1,78.8,59,54.7,67.7,711,Haze,Major
2022-03-23,Brigade Road,Road_6,56.7,22.5,1,57.7,241,40.1,88.3,4497,Clear,None
2023-01-21,Whitefield,Road_2,95.0,14.9,3,93.2,82,70.7,93.5,3356,Haze,None
2022-08-10,Whitefield,Road_4,57.1,24.7,1,75.4,186,41.9,93.9,1670,Rain,Major
2022-07-11,MG Road,Road_1,65.0,26.3,3,62.5,208,45.5,82.1,4927,Rain,None
2023-07-03,Brigade Road,Road_14,67.0,18.8,1,72.2,125,65.2,93.3,3804,Rain,Minor
2023-03-10,Silk Board,Road_7,65.8,28.9,0,80.8,139,69.9,67.3,2740,Clear,Minor
2022-03-26,Brigade Road,Road_5,57.4,24.3,1,64.5,66,59.3,81.7,1117,Clear,Major
2022-07-07,Indiranagar,Road_7,67.7,20.5,1,65.7,114,62.7,65.9,2231,Clear,None
2023-02-14,Koramangala,Road_8,98.3,9.4,0,100.0,149,49.0,75.4,4263,Cloudy,None
2022-03-08,MG Road,Road_14,86.3,22.8,1,88.6,62,35.3,60.5,4734,Cloudy,Major
2022-11-26,Electronic City,Road_14,72.2,17.8,1,70.1,142,70.7,86.9,1947,Rain,Minor
2023-08-07,Brigade Road,Road_8,78.8,16.2,1,73.3,68,61.3,81.2,2073,Cloudy,None
2022-09-11,Brigade Road,Road_8,70.3,23.6,0,70.4,191,67.8,88.7,3458,Cloudy,Major
2022-05-11,Marathahalli,Road_9,83.9,24.3,1,80.0,217,55.0,90.2,4691,Rain,Major
2023-12-29,Indiranagar,Road_14,84.5,20.0,1,79.6,93,38.2,63.8,4379,Haze,Major
2022-11-13,Marathahalli,Road_4,60.9,20.3,1,60.4,73,35.0,78.8,3404,Rain,None
2022-01-31,Silk Board,Road_4,81.3,13.7,0,90.4,170,72.0,77.0,3127,Cloudy,None
2024-04-02,Electronic City,Road_12,79.7,13.5,0,81.2,234,35.3,77.6,3920,Clear,Minor
2023-11-18,Silk Board,Road_7,82.2,11.7,3,76.6,188,66.2,74.5,2376,Rain,Minor
2023-10-12,Koramangala,Road_11,82.8,17.7,2,88.5,64,73.2,72.0,4711,Clear,None
2023-06-19,MG Road,Road_7,58.6,23.7,1,78.9,113,63.1,78.2,3036,Clear,Major
2023-11-17,MG Road,Road_15,61.1,22.0,1,70.5,108,56.7,70.6,1520,Rain,Minor
2022-01-31,MG Road,Road_13,73.2,23.3,0,82.3,107,33.7,74.4,2694,Cloudy,Minor
2022-08-01,Brigade Road,Road_14,69.8,22.9,2,83.7,231,72.5,71.3,4819,Clear,None
2022-07-12,MG Road,Road_2,62.1,14.2,0,73.4,149,47.1,81.4,2829,Rain,None
2023-04-30,Indiranagar,Road_1,74.5,21.6,0,86.8,181,72.1,85.8,3141,Cloudy,Major
2023-03-14,Marathahalli,Road_5,96.7,12.1,1,87.3,138,33.0,61.1,3575,Haze,Major
2023-04-30,Marathahalli,Road_10,54.2,29.9,0,56.1,132,61.2,63.2,4185,Cloudy,None
2024-01-16,Koramangala,Road_7,58.4,20.3,1,52.4,170,33.8,64.1,3462,Clear,Minor
2022-01-28,Whitefield,Road_11,67.7,15.7,1,66.5,155,59.8,63.1,3085,Clear,Major
2023-08-24,Marathahalli,Road_6,68.8,21.6,4,80.1,103,70.7,65.3,1522,Rain,Major
2023-08-21,Electronic City,Road_14,69.6,18.0,2,77.8,115,45.1,73.5,4334,Haze,Major
2022-03-25,Brigade Road,Road_7,55.3,19.8,0,64.4,85,58.9,75.1,2662,Rain,Minor
2022-03-07,Koramangala,Road_11,79.9,17.2,0,91.4,111,61.9,68.5,4521,Rain,None
2023-04-27,Marathahalli,Road_16,84.8,13.4,3,82.3,190,63.2,68.4,2786,Rain,Major
2023-12-11,Silk Board,Road_12,65.6,24.0,0,65.6,114,57.8,83.0,3277,Rain,Minor
2022-12-31,Indiranagar,Road_13,87.0,13.4,2,93.7,212,30.3,72.9,3022,Haze,Major
2022-01-17,Silk Board,Road_15,66.8,17.5,1,50.6,128,56.8,69.6,3704,Rain,Major
2023-04-05,MG Road,Road_13,73.8,23.8,0,82.3,122,50.3,76.0,1637,Haze,Major
2023-11-16,Brigade Road,Road_2,63.7,24.0,0,67.0,154,74.2,75.7,3191,Cloudy,None
2023-05-25,Marathahalli,Road_10,66.4,19.0,0,85.7,123,51.8,88.4,1991,Haze,Minor
2023-03-07,Whitefield,Road_11,99.0,15.8,4,100.0,101,71.6,76.0,4713,Rain,Minor
2024-01-24,Marathahalli,Road_5,87.0,16.4,1,100.0,190,69.8,66.8,1497,Rain,None
2022-01-12,Whitefield,Road_7,65.8,25.7,0,65.0,131,38.2,84.7,3925,Cloudy,Minor
2022-11-01,Brigade Road,Road_11,71.9,26.2,3,68.7,144,70.0,63.8,1318,Clear,None
2024-08-13,MG Road,Road_14,83.3,20.1,1,81.6,87,54.1,86.0,4276,Cloudy,Minor
2022-09-11,MG Road,Road_10,74.3,24.9,0,80.8,132,33.7,80.8,594,Rain,None
2023-04-26,Marathahalli,Road_10,63.8,24.4,1,73.1,151,52.5,86.6,3432,Haze,None
2022-04-30,Marathahalli,Road_12,50.0,25.3,0,56.1,242,41.1,79.1,2897,Cloudy,Major
2024-08-09,Silk Board,Road_10,84.5,14.0,3,99.1,78,31.8,69.9,2460,Clear,None
2023-02-14,Koramangala,Road_9,53.3,27.3,0,75.0,173,52.5,80.4,4395,Rain,Minor
2022-11-24,Silk Board,Road_2,70.1,13.7,0,78.4,231,36.5,87.9,2975,Clear,Major
2024-02-16,Brigade Road,Road_7,70.1,20.1,2,79.4,246,57.4,85.6,3411,Rain,None
2022-06-10,Brigade Road,Road_6,73.8,19.1,0,78.7,151,58.9,79.1,626,Haze,Major
2024-03-12,Marathahalli,Road_9,67.4,20.5,1,77.4,120,47.7,94.4,4072,Clear,None
2022-08-09,Brigade Road,Road_4,75.3,17.6,2,89.7,175,50.1,79.7,1048,Haze,Minor
2024-04-21,Whitefield,Road_4,67.3,19.5,0,73.5,93,69.3,81.7,3668,Clear,Major
2023-04-18,MG Road,Road_13,73.2,19.5,0,77.7,64,58.1,67.6,1162,Haze,Minor
2024-07-19,Marathahalli,Road_9,40.5,33.9,0,61.6,74,61.4,91.4,3811,Haze,Minor
2024-04-24,Indiranagar,Road_16,58.9,17.4,0,56.5,127,41.8,62.8,943,Rain,Minor
2024-02-13,MG Road,Road_11,47.6,30.2,1,55.3,51,66.6,89.0,3696,Haze,Major
2023-03-26,Brigade Road,Road_15,87.5,19.6,2,100.0,71,57.4,62.9,2693,Clear,Minor
2024-01-22,MG Road,Road_5,68.9,30.0,0,57.9,50,52.8,69.5,3234,Clear,Minor
2023-08-26,MG Road,Road_13,65.1,28.7,0,51.9,116,65.5,81.3,2106,Clear,Major
2024-05-05,Whitefield,Road_15,62.5,23.4,0,72.0,99,51.1,62.6,1222,Clear,Minor
2022-07-15,Whitefield,Road_1,78.9,20.5,1,81.5,174,38.6,65.1,2950,Haze,None
2023-06-26,Koramangala,Road_6,89.1,8.3,2,78.5,90,50.0,71.3,3078,Haze,Minor
2024-01-20,Brigade Road,Road_9,66.8,12.4,1,65.6,134,46.8,78.7,4215,Haze,Major
2022-03-12,Whitefield,Road_4,68.0,20.1,0,75.7,172,30.3,76.7,2898,Cloudy,Major
2023-08-20,Electronic City,Road_10,64.2,32.1,0,76.8,184,66.8,78.1,1084,Rain,Major
2022-12-04,Brigade Road,Road_7,67.1,19.5,1,55.2,224,45.1,86.5,1579,Rain,None
2023-12-07,Marathahalli,Road_4,64.0,19.7,1,71.6,145,38.2,85.7,1850,Rain,Minor
2024-05-19,Whitefield,Road_15,58.6,25.5,1,58.5,243,65.1,87.4,2600,Clear,None
2024-04-26,MG Road,Road_11,55.4,31.7,1,58.7,86,66.7,87.4,2941,Cloudy,Major
2022-04-29,Koramangala,Road_14,76.6,16.9,1,86.3,187,48.2,67.9,1365,Clear,Minor
2022-08-16,Marathahalli,Road_13,86.0,15.0,2,95.1,157,40.5,64.7,3709,Rain,Minor
2024-03-08,MG Road,Road_7,84.2,13.8,2,78.0,80,45.8,86.4,4441,Cloudy,None
2023-08-29,Marathahalli,Road_5,75.6,14.5,0,62.9,227,54.7,64.8,4289,Haze,Major
2022-07-27,Silk Board,Road_16,65.8,20.6,0,63.3,152,41.5,70.7,1917,Haze,Minor
2024-07-22,Electronic City,Road_3,92.0,9.2,2,96.9,144,39.9,88.0,3867,Cloudy,Major
2023-10-21,Indiranagar,Road_1,54.3,20.2,0,74.4,123,70.5,85.2,4822,Rain,Major
2023-11-23,Marathahalli,Road_8,84.6,17.7,2,84.7,162,37.2,62.3,1973,Rain,Minor
2024-06-19,Electronic City,Road_11,82.4,20.6,1,79.2,202,58.5,92.9,3771,Cloudy,Major
2023-10-01,Brigade Road,Road_14,71.0,24.5,0,73.1,99,66.0,86.6,2178,Clear,Major
2022-12-21,Indiranagar,Road_4,63.5,23.8,0,70.2,249,34.8,81.5,1733,Clear,Minor
2023-10-03,Electronic City,Road_2,55.2,24.5,0,60.8,237,45.9,76.5,4609,Haze,Major
2024-08-10,Silk Board,Road_8,83.9,18.6,4,89.6,222,57.3,87.3,2981,Haze,Minor
2022-03-17,Whitefield,Road_3,53.7,25.3,0,50.0,135,74.3,71.4,4712,Rain,Major
2022-04-18,Whitefield,Road_8,70.8,12.0,0,74.4,129,36.4,73.3,1338,Haze,None
2023-10-18,Electronic City,Road_1,78.4,19.5,2,97.7,170,36.1,80.5,1359,Clear,Major
