Date,PM_2_5,T,Tm,TM,SLP,H,VV,V,VM
2022-09-28,23.1,24.1,17.3,24.1,1016.4,60.5,3.38,0.85,2.5
2022-09-29,10.6,24.3,17.1,24.3,1011.2,55.2,4.49,1.16,2.73
2022-09-30,68.4,20.7,14.8,20.7,1022.9,60.2,2.13,2.12,2.31
2022-10-01,16.1,23.4,14.5,23.4,1006.6,54.2,1.83,0.39,7.01
2022-10-02,8.0,24.0,13.5,24.0,999.0,77.1,4.41,0.99,4.46
2022-10-03,12.7,23.2,18.1,23.2,1011.9,95.0,3.24,3.64,5.31
2022-10-04,10.5,26.6,17.1,26.6,998.6,52.8,2.63,2.46,2.25
2022-10-05,42.3,28.4,17.3,28.4,1010.8,70.6,4.57,0.69,0.5
2022-10-06,16.5,23.1,12.7,23.1,1002.8,51.7,1.09,4.67,5.13
2022-10-07,89.4,16.5,12.0,16.5,1002.5,39.2,3.54,0.11,1.76
2022-10-08,11.3,18.0,10.1,18.0,1002.4,71.0,2.67,2.67,1.4
2022-10-09,26.4,27.4,16.1,27.4,1004.5,70.9,3.79,2.83,3.61
2022-10-10,90.0,28.9,23.0,28.9,1009.1,40.7,1.32,2.49,4.11
2022-10-11,22.7,19.9,15.1,19.9,1005.7,86.3,5.93,3.82,6.48
2022-10-12,47.8,25.9,20.0,25.9,1018.2,83.7,1.14,2.52,2.94
2022-10-13,10.7,18.8,11.5,18.8,1018.5,78.8,5.13,3.77,3.25
2022-10-14,28.5,21.1,15.7,21.1,1007.0,56.6,3.02,0.1,4.29
2022-10-15,69.0,26.6,17.2,26.6,1014.0,84.5,2.72,1.01,3.55
2022-10-16,38.2,27.8,21.0,27.8,1013.4,49.8,1.41,1.77,6.78
2022-10-17,48.4,27.6,15.8,27.6,1017.1,92.8,2.42,2.12,7.37
2022-10-18,36.0,29.5,22.8,29.5,1010.4,91.7,2.31,1.01,3.46
2022-10-19,17.3,22.1,18.0,22.1,1014.5,61.2,0.2,2.37,0.5
2022-10-20,44.2,20.6,12.5,20.6,1020.9,57.1,2.79,1.91,0.5
2022-10-21,56.2,22.5,16.1,22.5,1004.2,64.8,1.91,0.1,2.14
2022-10-22,30.8,20.5,14.5,20.5,1001.6,61.3,1.77,0.37,2.37
2022-10-23,30.4,27.7,19.4,27.7,1007.3,35.4,2.82,4.45,2.76
2022-10-24,51.7,28.5,18.9,28.5,1011.5,59.2,1.8,2.68,6.06
2022-10-25,68.3,20.3,15.2,20.3,1028.8,39.2,2.83,3.07,4.3
2022-10-26,56.4,24.1,16.7,24.1,1020.3,65.9,2.8,1.93,3.19
2022-10-27,39.5,22.1,11.5,22.1,1023.6,55.3,4.41,0.84,7.04
2022-10-28,22.1,26.6,15.8,26.6,1001.4,47.4,2.92,1.82,2.25
2022-10-29,50.6,24.6,14.1,24.6,1019.8,79.8,1.74,1.62,1.64
2022-10-30,12.1,21.5,16.4,21.5,996.8,37.7,3.28,0.55,2.15
2022-10-31,79.7,30.9,21.3,30.9,999.2,66.4,0.71,1.7,3.1
2022-11-01,89.0,18.8,8.0,18.8,1000.2,87.3,2.27,0.1,4.99
2022-11-02,92.7,22.1,15.0,22.1,1013.5,92.5,2.73,2.64,3.9
2022-11-03,65.5,21.7,12.3,21.7,1007.6,59.2,3.89,2.59,5.74
2022-11-04,35.6,29.7,18.2,29.7,1003.5,70.6,4.32,2.99,2.57
2022-11-05,46.6,22.4,16.1,22.4,1023.3,54.1,0.2,1.69,4.02
2022-11-06,78.3,26.0,19.0,26.0,1007.3,69.8,0.2,2.29,5.71
2022-11-07,68.5,31.7,20.7,31.7,1022.1,77.4,0.91,1.24,0.93
2022-11-08,31.6,27.6,17.1,27.6,1025.6,42.7,2.14,0.67,5.97
2022-11-09,84.7,20.3,13.6,20.3,1014.5,40.9,3.61,2.16,3.22
2022-11-10,64.6,33.0,23.0,33.0,1008.9,71.3,5.24,0.62,2.69
2022-11-11,97.6,21.7,11.2,21.7,995.6,71.8,4.09,2.55,4.44
2022-11-12,64.6,19.8,14.4,19.8,1004.3,93.1,1.76,0.95,6.6
2022-11-13,71.4,23.4,18.2,23.4,992.0,53.9,0.48,3.3,0.9
2022-11-14,28.4,27.4,17.2,27.4,1010.9,62.3,3.83,0.24,3.07
2022-11-15,55.3,26.2,14.5,26.2,1004.9,52.0,3.54,0.1,1.67
2022-11-16,65.4,21.9,13.6,21.9,994.5,75.6,3.62,1.8,1.23
2022-11-17,75.1,24.5,13.9,24.5,1009.3,67.5,1.85,3.73,0.5
2022-11-18,49.6,28.8,18.0,28.8,1015.9,42.0,2.64,0.9,3.12
2022-11-19,79.4,20.8,15.6,20.8,1027.2,80.0,1.27,2.01,2.06
2022-11-20,98.2,24.1,19.3,24.1,1024.3,62.4,4.09,3.37,4.0
2022-11-21,81.1,19.3,8.0,19.3,1024.3,49.4,1.7,2.35,5.15
2022-11-22,115.8,17.0,8.9,17.0,1016.9,56.2,2.44,4.26,6.63
2022-11-23,88.5,14.0,8.0,14.0,1013.1,89.4,2.4,5.7,3.57
2022-11-24,50.8,28.3,17.0,28.3,1007.5,50.3,3.66,2.29,1.6
2022-11-25,71.7,25.2,17.9,25.2,1019.2,91.5,1.01,2.38,7.97
2022-11-26,114.0,20.2,15.8,20.2,1004.6,93.7,3.33,2.3,5.03
2022-11-27,74.4,29.3,17.3,29.3,996.6,67.1,3.75,1.93,5.63
2022-11-28,30.7,22.6,12.9,22.6,1024.1,59.2,2.34,0.48,4.73
2022-11-29,94.5,19.4,10.1,19.4,1013.9,83.4,0.81,2.65,1.0
2022-11-30,112.2,21.1,16.5,21.1,1020.8,92.6,1.52,4.64,1.99
2022-12-01,82.8,26.5,20.7,26.5,1018.0,87.9,2.48,0.71,4.66
2022-12-02,47.3,21.5,12.1,21.5,1000.2,78.6,0.51,1.09,3.37
2022-12-03,75.1,24.6,19.2,24.6,1007.6,44.6,2.55,2.99,5.39
2022-12-04,62.1,15.8,8.0,15.8,1017.6,43.9,3.01,1.37,2.0
2022-12-05,66.7,24.5,15.1,24.5,998.3,74.6,3.36,1.41,4.04
2022-12-06,23.2,22.2,15.2,22.2,1000.2,86.7,3.12,1.03,4.98
2022-12-07,64.5,22.7,18.5,22.7,997.9,72.8,2.01,2.79,3.1
2022-12-08,65.2,26.2,19.4,26.2,1016.1,47.2,3.18,2.92,5.76
2022-12-09,85.1,27.3,16.3,27.3,1029.2,80.1,2.14,1.56,3.93
2022-12-10,81.1,22.5,11.5,22.5,1012.4,78.3,2.89,2.17,6.31
2022-12-11,116.8,26.7,17.5,26.7,1000.6,53.5,2.56,0.1,4.15
2022-12-12,74.7,29.9,18.6,29.9,1010.8,45.2,1.8,0.1,4.25
2022-12-13,113.7,24.8,16.7,24.8,1002.1,39.5,1.35,2.96,4.21
2022-12-14,51.0,29.1,20.1,29.1,1011.4,45.4,2.47,1.55,4.93
2022-12-15,64.9,27.0,16.3,27.0,998.1,45.6,1.76,2.02,6.37
2022-12-16,32.8,26.4,16.5,26.4,1001.6,39.0,0.2,0.1,4.31
2022-12-17,76.9,24.1,15.5,24.1,1027.2,80.7,1.21,4.01,5.23
2022-12-18,65.7,28.3,20.8,28.3,1015.1,65.7,0.96,3.17,4.32
2022-12-19,49.8,17.4,12.9,17.4,1007.0,80.2,3.48,2.15,0.95
2022-12-20,90.9,26.3,19.8,26.3,1022.9,75.1,3.67,3.91,3.42
2022-12-21,118.4,30.9,22.9,30.9,1013.1,42.5,0.2,3.02,2.24
2022-12-22,103.4,27.5,17.3,27.5,1011.2,55.9,3.33,1.17,4.97
2022-12-23,93.2,20.3,13.1,20.3,1006.9,74.1,3.02,3.22,7.78
2022-12-24,104.9,24.8,20.1,24.8,1020.7,44.8,3.54,2.39,3.74
2022-12-25,63.6,23.2,14.0,23.2,1000.1,53.6,2.47,2.13,4.68
2022-12-26,93.1,22.8,13.6,22.8,997.1,72.3,0.2,3.84,0.5
2022-12-27,86.8,31.2,21.9,31.2,1023.0,79.2,3.92,4.85,5.25
2022-12-28,56.8,22.3,18.1,22.3,999.6,78.1,5.97,1.36,3.96
2022-12-29,58.6,23.7,16.6,23.7,1006.8,38.2,0.4,1.12,4.61
2022-12-30,127.2,31.2,20.3,31.2,1014.0,58.3,0.54,2.02,0.5
2022-12-31,67.9,29.4,22.6,29.4,1019.2,59.3,0.46,1.45,3.25
2023-01-01,105.7,37.4,28.0,37.4,1007.3,35.5,2.01,0.54,4.23
2023-01-02,84.7,28.4,21.6,28.4,1009.3,86.9,3.91,0.81,3.5
2023-01-03,64.4,26.6,17.8,26.6,996.1,77.0,2.93,2.35,8.26
2023-01-04,73.2,27.4,22.3,27.4,1019.7,38.0,3.02,1.73,4.62
2023-01-05,104.9,20.3,11.8,20.3,1005.8,82.2,2.1,0.1,5.53
2023-01-06,54.7,27.8,19.2,27.8,996.9,51.9,0.2,0.91,3.44
2023-01-07,75.7,28.5,20.4,28.5,1027.4,43.4,0.72,1.31,2.75
2023-01-08,71.4,23.4,17.7,23.4,1023.5,43.7,2.04,1.74,3.63
2023-01-09,110.7,29.9,22.0,29.9,985.3,54.3,4.14,4.41,4.13
2023-01-10,32.9,33.7,22.5,33.7,995.9,60.6,4.14,3.48,5.51
2023-01-11,49.7,38.1,30.2,38.1,1009.7,41.5,4.53,2.58,5.85
2023-01-12,78.2,28.4,19.9,28.4,995.2,79.9,3.93,1.58,4.05
2023-01-13,83.5,36.7,26.4,36.7,1010.7,82.6,0.31,1.33,4.23
2023-01-14,69.8,31.2,20.5,31.2,1013.8,81.1,3.55,2.28,4.03
2023-01-15,87.9,24.3,13.3,24.3,1000.1,91.9,2.59,3.39,4.17
2023-01-16,52.6,28.6,24.5,28.6,1011.3,80.6,4.08,3.04,4.56
2023-01-17,37.5,27.9,18.6,27.9,1024.8,67.0,2.44,3.5,3.88
2023-01-18,75.6,25.7,20.8,25.7,1018.1,45.9,2.16,0.69,4.54
2023-01-19,111.4,27.1,17.7,27.1,1013.8,56.0,0.2,1.53,2.73
2023-01-20,69.5,24.4,18.0,24.4,1008.7,89.5,1.9,2.83,6.03
2023-01-21,99.0,29.8,23.0,29.8,1002.4,88.7,2.9,0.13,6.96
2023-01-22,84.1,26.0,17.8,26.0,1007.7,82.8,3.35,1.53,1.3
2023-01-23,60.6,30.7,19.8,30.7,1020.6,92.4,5.23,3.15,2.24
2023-01-24,79.8,29.1,25.0,29.1,1001.0,75.5,5.58,0.29,5.24
2023-01-25,76.9,26.9,19.8,26.9,1008.0,56.5,3.5,0.88,7.25
2023-01-26,44.3,32.0,22.9,32.0,1020.1,60.1,4.19,2.05,6.09
2023-01-27,85.4,37.3,28.9,37.3,1020.1,47.7,2.87,1.41,5.04
2023-01-28,40.0,25.3,14.8,25.3,998.1,55.6,2.2,2.39,4.3
2023-01-29,87.4,23.6,19.2,23.6,1009.6,71.4,4.31,3.62,4.88
2023-01-30,71.9,23.3,13.6,23.3,1017.3,89.5,3.82,3.64,4.34
2023-01-31,103.3,30.4,21.5,30.4,1006.8,74.7,3.41,1.06,3.28
2023-02-01,52.9,25.3,20.2,25.3,1018.4,94.4,2.86,2.38,4.37
2023-02-02,79.7,36.5,26.5,36.5,1009.2,71.7,4.31,0.78,4.85
2023-02-03,98.5,30.2,18.5,30.2,1007.7,76.8,3.59,1.07,7.72
2023-02-04,80.5,27.6,17.1,27.6,1001.9,73.9,4.85,1.83,6.0
2023-02-05,53.4,28.3,21.5,28.3,999.4,91.9,4.38,0.1,1.29
2023-02-06,52.5,28.7,24.2,28.7,1009.3,90.2,2.79,2.36,3.51
2023-02-07,105.0,25.1,17.2,25.1,1007.9,44.7,3.58,2.63,0.5
2023-02-08,82.4,20.6,14.9,20.6,1016.9,91.9,3.14,1.63,8.01
2023-02-09,74.4,21.6,15.6,21.6,1003.3,51.3,2.6,3.25,4.47
2023-02-10,79.9,28.6,21.6,28.6,1012.9,56.2,3.78,1.43,0.6
2023-02-11,56.4,26.3,21.4,26.3,1006.7,37.5,1.75,0.73,7.63
2023-02-12,111.2,29.9,19.2,29.9,1020.9,91.7,6.61,0.95,3.59
2023-02-13,49.1,28.0,20.5,28.0,1010.4,94.6,2.9,1.75,7.2
2023-02-14,54.0,29.3,24.1,29.3,1012.2,65.5,2.77,2.0,2.54
2023-02-15,62.1,26.0,22.0,26.0,1001.1,37.5,1.53,1.99,4.45
2023-02-16,78.4,27.6,17.6,27.6,999.4,42.3,2.48,0.1,2.19
2023-02-17,45.8,28.1,22.7,28.1,1012.5,44.6,0.7,0.15,4.98
2023-02-18,85.4,32.1,23.2,32.1,1012.4,66.1,2.35,2.15,3.34
2023-02-19,53.2,33.9,28.1,33.9,1012.2,81.3,2.75,0.86,3.65
2023-02-20,63.8,25.8,15.8,25.8,1006.8,69.2,3.54,0.74,4.89
2023-02-21,59.8,26.8,21.7,26.8,1011.9,56.9,1.34,0.97,4.34
2023-02-22,93.6,33.9,24.3,33.9,1010.6,49.3,0.2,0.95,2.66
2023-02-23,36.0,24.2,12.9,24.2,1003.5,92.1,5.96,2.19,3.34
2023-02-24,91.5,25.6,16.9,25.6,997.6,63.3,2.27,1.06,6.77
2023-02-25,34.5,21.3,17.0,21.3,1014.3,40.4,2.97,4.6,3.0
2023-02-26,78.6,27.5,23.3,27.5,1007.4,45.1,1.49,0.61,2.82
2023-02-27,35.5,31.9,21.4,31.9,1026.2,49.3,4.09,1.7,2.75
2023-02-28,104.4,24.8,20.6,24.8,1003.9,69.0,1.24,2.07,0.5
2023-03-01,22.5,29.3,21.8,29.3,1006.1,53.6,2.32,3.43,0.5
2023-03-02,52.9,27.7,21.8,27.7,999.3,83.3,0.83,1.18,5.09
2023-03-03,30.4,30.2,21.7,30.2,1011.9,37.3,2.91,0.1,5.19
2023-03-04,40.1,26.8,16.2,26.8,995.7,56.4,1.47,3.82,3.8
2023-03-05,8.0,27.4,20.2,27.4,1013.9,82.9,1.08,2.52,5.36
2023-03-06,31.9,23.7,16.1,23.7,1015.5,62.6,1.18,0.33,6.36
2023-03-07,8.0,30.2,20.4,30.2,995.6,65.4,2.13,3.65,8.41
2023-03-08,33.9,28.4,23.9,28.4,1005.4,94.3,4.82,1.5,3.84
2023-03-09,31.4,28.8,19.2,28.8,1015.5,82.7,1.86,0.28,3.99
2023-03-10,8.0,26.1,17.2,26.1,1028.0,45.7,0.83,2.86,0.5
2023-03-11,21.3,34.3,25.8,34.3,998.6,46.7,3.69,1.88,2.71
2023-03-12,48.9,27.3,17.5,27.3,1016.0,86.2,0.92,0.34,4.39
2023-03-13,18.6,29.4,22.3,29.4,1018.2,37.0,1.44,0.1,1.7
2023-03-14,56.5,36.5,31.9,36.5,1001.3,56.3,3.13,1.12,4.05
2023-03-15,8.0,29.1,18.6,29.1,1022.6,89.0,2.03,2.47,6.09
2023-03-16,50.7,25.1,16.8,25.1,1017.3,75.7,0.42,2.54,4.62
2023-03-17,62.7,31.5,20.1,31.5,1006.1,56.9,1.01,1.27,2.93
2023-03-18,66.4,25.1,14.9,25.1,1004.9,48.3,2.81,1.49,5.52
2023-03-19,40.4,28.7,17.9,28.7,1015.3,70.5,4.15,2.87,4.17
2023-03-20,11.8,32.6,22.6,32.6,1015.0,65.3,1.4,0.74,5.3
2023-03-21,71.0,27.9,18.7,27.9,1020.6,69.0,1.93,0.61,6.26
2023-03-22,45.4,29.7,18.0,29.7,1008.2,77.1,2.0,1.44,5.19
2023-03-23,8.4,31.5,20.0,31.5,1003.5,55.3,2.81,1.83,3.45
2023-03-24,44.2,27.6,20.7,27.6,1004.4,52.2,4.11,3.57,2.24
2023-03-25,66.2,33.9,22.9,33.9,1013.6,76.3,5.11,0.7,5.12
2023-03-26,35.7,30.6,19.0,30.6,1016.2,39.8,2.03,2.23,1.13
2023-03-27,60.6,24.8,19.6,24.8,1012.4,57.3,2.51,1.54,7.38
2023-03-28,26.8,27.5,17.8,27.5,1018.3,81.7,3.15,2.16,3.67
2023-03-29,19.8,28.5,16.8,28.5,1010.7,47.6,1.33,1.39,1.92
2023-03-30,73.4,23.8,15.0,23.8,1021.2,35.5,3.53,0.1,3.18
2023-03-31,8.0,27.6,20.6,27.6,1003.7,63.4,2.99,1.35,2.93
2023-04-01,8.0,23.1,15.2,23.1,1004.2,67.8,1.65,2.92,4.82
2023-04-02,33.6,18.2,8.8,18.2,1019.3,67.6,3.39,1.4,0.5
2023-04-03,49.9,21.4,17.2,21.4,1006.9,62.7,1.58,2.38,3.55
2023-04-04,8.0,26.0,15.3,26.0,1003.2,74.6,1.74,2.61,6.11
2023-04-05,43.0,18.1,9.8,18.1,1017.0,81.9,1.27,1.87,4.95
2023-04-06,45.9,29.0,18.5,29.0,1007.7,43.9,2.44,0.1,3.49
2023-04-07,8.0,33.0,21.4,33.0,1023.1,68.4,1.75,3.11,3.56
2023-04-08,54.6,16.7,12.4,16.7,1013.5,86.0,2.44,4.65,9.41
2023-04-09,8.0,25.6,15.8,25.6,1008.8,63.2,2.38,3.12,5.82
2023-04-10,46.0,27.0,15.9,27.0,1010.9,82.7,2.48,2.58,1.38
2023-04-11,59.2,31.9,22.8,31.9,998.7,47.3,1.99,0.1,3.54
2023-04-12,54.6,26.1,17.5,26.1,1014.8,73.3,0.2,0.66,4.33
2023-04-13,56.4,17.2,11.9,17.2,1013.6,48.4,0.2,1.71,4.47
2023-04-14,27.8,17.0,8.0,17.0,999.4,84.2,2.33,2.3,5.24
2023-04-15,26.7,29.2,19.2,29.2,1013.0,91.0,1.55,3.07,4.51
2023-04-16,15.3,22.0,15.6,22.0,1005.5,80.3,4.06,1.61,4.22
2023-04-17,8.0,22.3,16.4,22.3,1016.3,90.3,1.7,0.83,3.79
2023-04-18,8.0,21.6,11.1,21.6,1002.6,77.1,0.36,2.5,1.66
2023-04-19,44.0,20.9,11.8,20.9,1008.7,60.4,3.24,3.78,2.81
2023-04-20,61.6,27.3,16.3,27.3,1027.3,87.1,1.47,0.1,3.36
2023-04-21,34.0,40.6,31.1,40.6,1024.1,94.4,1.83,2.56,7.28
2023-04-22,44.0,25.5,16.8,25.5,998.0,41.8,2.98,2.63,2.16
2023-04-23,31.7,20.7,15.5,20.7,1015.4,80.3,2.73,0.3,1.89
2023-04-24,47.6,18.8,9.6,18.8,1004.6,50.0,2.89,2.75,2.63
2023-04-25,18.4,23.3,13.3,23.3,1031.7,85.9,2.45,1.69,5.85
2023-04-26,30.4,13.9,8.0,13.9,1001.2,73.1,0.43,0.67,2.97
2023-04-27,60.8,27.5,19.3,27.5,1013.8,37.7,2.63,2.16,5.18
2023-04-28,24.1,20.6,15.4,20.6,1010.5,94.2,5.03,1.42,5.45
2023-04-29,44.4,32.6,20.7,32.6,1026.1,88.4,0.62,2.12,8.43
2023-04-30,51.9,19.5,11.0,19.5,1020.4,39.0,2.19,1.61,8.25
2023-05-01,32.0,32.8,21.1,32.8,1003.4,64.0,3.38,0.1,5.21
2023-05-02,55.2,19.7,13.4,19.7,1011.9,36.0,1.58,1.16,3.4
2023-05-03,8.0,23.6,15.7,23.6,1010.3,57.9,0.91,2.98,7.78
2023-05-04,72.1,21.2,10.4,21.2,1011.5,58.3,1.56,1.95,6.69
2023-05-05,52.7,24.5,14.2,24.5,1006.4,84.2,5.23,0.7,3.93
2023-05-06,29.6,24.3,12.9,24.3,1014.1,91.6,2.82,0.27,1.88
2023-05-07,68.8,26.5,17.1,26.5,1005.7,52.3,3.13,1.37,1.73
2023-05-08,39.1,25.0,19.5,25.0,1018.1,75.1,1.17,1.97,3.85
2023-05-09,54.8,26.3,18.5,26.3,999.0,47.5,2.62,2.45,4.59
2023-05-10,77.1,15.7,11.1,15.7,1003.2,69.1,4.44,0.32,4.73
2023-05-11,32.3,23.7,14.7,23.7,1001.4,76.7,3.42,2.96,2.81
2023-05-12,8.0,30.5,25.0,30.5,1012.6,42.5,4.12,1.27,4.41
2023-05-13,15.4,30.3,22.2,30.3,1012.8,69.9,1.1,1.02,4.48
2023-05-14,32.6,24.9,14.7,24.9,1011.5,55.2,2.16,0.76,3.91
2023-05-15,75.2,22.7,13.7,22.7,1006.9,82.1,2.83,1.0,3.48
2023-05-16,62.3,25.1,20.2,25.1,1016.5,66.8,1.91,3.06,1.63
2023-05-17,37.7,14.8,8.6,14.8,1004.2,57.1,3.3,1.09,3.21
2023-05-18,32.8,19.5,13.0,19.5,1005.9,60.7,0.53,1.4,3.3
2023-05-19,31.6,21.7,13.6,21.7,1022.0,74.2,2.25,1.5,8.92
2023-05-20,78.8,23.6,18.1,23.6,1004.2,80.8,2.76,2.1,2.25
2023-05-21,20.1,24.1,17.9,24.1,993.2,65.3,4.32,1.2,4.41
2023-05-22,8.0,30.8,19.1,30.8,999.9,36.9,5.94,1.24,1.46
2023-05-23,50.6,22.5,16.8,22.5,999.8,80.0,1.99,2.41,4.64
2023-05-24,65.8,15.0,10.0,15.0,1008.7,54.3,3.15,1.47,1.94
2023-05-25,60.9,28.6,19.6,28.6,1008.4,64.7,0.68,1.32,2.61
2023-05-26,27.9,22.8,12.4,22.8,1009.3,81.5,3.43,1.87,3.94
2023-05-27,75.4,23.3,17.1,23.3,1009.6,72.8,3.3,1.02,6.18
2023-05-28,77.8,26.8,20.4,26.8,997.3,83.5,2.68,2.94,3.58
2023-05-29,31.8,32.1,21.8,32.1,1018.1,68.8,0.5,2.29,2.85
2023-05-30,16.0,13.4,8.6,13.4,1013.0,51.1,2.86,0.72,3.31
2023-05-31,32.6,14.7,9.8,14.7,1013.2,88.0,1.09,1.85,5.24
2023-06-01,69.1,16.9,12.4,16.9,1026.4,35.1,4.61,0.1,6.78
2023-06-02,24.0,15.8,8.5,15.8,1018.0,47.6,4.22,1.93,2.48
2023-06-03,13.0,20.0,15.7,20.0,1006.0,80.1,3.75,2.35,8.44
2023-06-04,77.2,18.3,11.4,18.3,999.5,49.8,3.26,0.8,1.89
2023-06-05,17.6,24.2,19.0,24.2,1007.0,68.6,3.15,2.5,5.8
2023-06-06,8.0,28.1,16.7,28.1,1017.8,54.8,0.92,3.54,1.65
2023-06-07,53.0,24.3,16.7,24.3,1001.0,48.5,2.42,1.13,5.05
2023-06-08,8.0,22.0,15.9,22.0,1013.1,56.0,2.91,0.47,0.5
2023-06-09,9.2,22.6,15.0,22.6,1005.9,90.7,4.58,3.26,6.55
2023-06-10,32.9,18.2,13.7,18.2,1017.4,73.5,2.09,0.11,5.27
2023-06-11,32.9,15.8,10.7,15.8,1015.5,65.5,3.61,2.86,1.03
2023-06-12,16.8,27.4,17.8,27.4,1020.9,56.6,2.36,2.81,6.36
2023-06-13,65.9,16.4,12.2,16.4,1001.4,38.1,0.49,3.37,5.79
2023-06-14,36.3,14.4,8.0,14.4,1015.7,75.7,2.1,1.84,5.7
2023-06-15,31.2,23.2,17.0,23.2,1009.8,81.2,3.53,1.75,5.98
2023-06-16,8.0,26.7,20.6,26.7,1018.7,57.7,3.72,3.73,2.84
2023-06-17,26.2,20.8,15.2,20.8,996.9,35.8,2.08,1.03,3.55
2023-06-18,8.0,27.7,21.4,27.7,1024.6,38.0,0.72,2.3,0.64
2023-06-19,29.8,18.6,13.1,18.6,1011.7,80.0,5.21,2.71,1.38
2023-06-20,48.4,19.6,10.6,19.6,999.9,62.8,4.39,1.3,2.66
2023-06-21,10.2,20.5,14.6,20.5,1000.4,93.8,3.3,0.1,3.2
2023-06-22,52.0,25.4,15.9,25.4,1004.1,75.9,1.56,2.11,6.38
2023-06-23,47.8,22.1,13.6,22.1,1015.2,47.1,1.78,1.56,1.71
2023-06-24,8.0,25.8,17.2,25.8,1002.4,59.3,2.54,0.31,6.04
2023-06-25,16.1,21.9,14.8,21.9,1004.2,46.9,4.11,2.17,3.66
2023-06-26,48.0,23.4,12.9,23.4,1009.7,47.6,3.53,0.15,5.15
2023-06-27,8.0,27.0,17.3,27.0,1013.9,86.5,2.35,1.48,1.55
2023-06-28,8.0,22.2,15.9,22.2,995.5,81.4,3.13,2.04,1.87
2023-06-29,48.5,17.4,10.9,17.4,1021.9,64.3,2.75,2.27,4.28
2023-06-30,8.0,24.4,14.4,24.4,1010.3,74.6,1.39,0.8,2.89
2023-07-01,22.5,21.3,15.9,21.3,1009.8,70.5,0.2,2.62,6.61
2023-07-02,8.0,21.6,13.0,21.6,1016.7,37.3,4.24,1.82,4.62
2023-07-03,32.7,21.4,13.9,21.4,1014.1,45.5,1.78,3.1,1.74
2023-07-04,32.2,15.8,8.0,15.8,1015.0,54.4,2.61,0.1,6.83
2023-07-05,37.1,22.9,15.5,22.9,1011.8,79.8,2.67,0.15,3.3
2023-07-06,53.9,25.2,17.8,25.2,1014.0,80.0,3.25,0.1,2.04
2023-07-07,38.8,18.9,14.7,18.9,1024.5,75.0,2.7,1.23,2.58
2023-07-08,20.7,14.7,9.9,14.7,1019.9,88.3,4.0,2.02,4.09
2023-07-09,38.9,27.3,18.4,27.3,1018.6,39.3,2.65,4.88,3.96
2023-07-10,63.2,24.2,14.2,24.2,1009.6,55.7,1.1,0.81,4.46
2023-07-11,8.0,22.7,12.3,22.7,1004.4,54.1,0.73,2.05,3.09
2023-07-12,26.2,21.9,14.9,21.9,1005.8,41.4,2.52,1.88,4.11
2023-07-13,8.0,30.1,20.0,30.1,1008.9,53.8,3.05,1.81,6.44
2023-07-14,12.4,21.8,10.8,21.8,1002.1,44.8,0.77,1.73,3.36
2023-07-15,21.7,20.0,13.6,20.0,1008.8,76.1,2.58,1.56,0.5
2023-07-16,21.0,32.6,21.0,32.6,1013.9,86.3,1.67,0.33,5.38
2023-07-17,48.1,28.1,17.8,28.1,1012.3,58.0,2.75,1.9,4.44
2023-07-18,8.0,22.9,13.2,22.9,1006.6,79.8,2.54,0.1,7.5
2023-07-19,39.9,28.0,18.2,28.0,1000.5,77.4,2.39,1.0,4.12
2023-07-20,39.2,28.8,17.9,28.8,992.6,35.5,1.41,2.4,6.97
2023-07-21,62.1,25.2,16.7,25.2,1021.9,36.0,2.76,2.87,3.75
2023-07-22,10.8,18.8,12.8,18.8,1004.5,48.1,1.89,3.58,6.15
2023-07-23,8.0,25.7,19.8,25.7,1019.8,74.7,2.31,2.68,2.78
2023-07-24,30.9,22.3,17.2,22.3,1012.3,41.9,3.19,0.52,5.04
2023-07-25,34.4,23.7,18.4,23.7,1032.6,81.6,2.61,1.06,6.59
2023-07-26,12.2,26.1,19.5,26.1,1011.9,67.4,3.74,1.6,2.24
2023-07-27,34.3,19.9,11.2,19.9,1015.4,70.8,3.5,1.48,2.16
2023-07-28,29.5,24.5,18.2,24.5,1008.3,89.7,3.5,1.88,2.45
2023-07-29,8.0,23.1,13.6,23.1,1014.0,74.3,4.41,1.61,3.2
2023-07-30,14.9,32.0,23.1,32.0,1011.9,53.2,2.54,4.61,6.15
2023-07-31,42.4,21.3,12.5,21.3,1007.0,72.6,2.74,1.42,5.14
2023-08-01,62.8,30.9,19.8,30.9,995.2,93.8,3.99,1.76,3.06
2023-08-02,40.0,21.4,12.9,21.4,1001.7,67.2,2.5,0.34,3.97
2023-08-03,37.2,16.7,11.0,16.7,1005.7,63.8,2.78,1.47,2.99
2023-08-04,8.0,22.2,13.3,22.2,1022.3,38.6,0.56,2.89,4.4
2023-08-05,15.9,22.3,17.7,22.3,1005.7,36.0,2.72,0.88,4.33
2023-08-06,23.0,23.1,13.4,23.1,1012.2,45.4,2.96,1.03,5.39
2023-08-07,28.9,25.1,18.2,25.1,1003.2,88.8,1.66,1.01,7.75
2023-08-08,46.9,19.6,9.4,19.6,1005.8,61.6,2.61,1.8,4.26
2023-08-09,33.9,22.3,16.1,22.3,1009.0,74.0,0.91,2.0,3.77
2023-08-10,13.6,25.3,18.7,25.3,1007.3,78.6,3.26,1.47,4.09
2023-08-11,34.0,16.5,10.0,16.5,1004.4,58.7,2.34,2.91,5.38
